,REGION,CROP,TOTAL RAINFALL(MM),AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
3968,4,3,1075,2086.0,3.73,7780.78
3969,4,3,1075,2310.0,3.76,8685.6
3970,4,3,1075,1873.0,2.72,5094.56
3971,4,3,1075,1804.0,3.46,6241.84
3972,4,3,1075,617.0,3.1,1912.7
3973,4,3,1075,502.0,3.03,1521.06
3974,4,1,1075,2769.0,15.72,43514.84
3975,4,1,1075,2451.0,13.25,32475.75
3976,4,1,1075,2980.0,14.9,44402.0
3977,4,1,1075,1400.0,9.12,12768.0
3978,4,1,1075,8103.0,14.53,117736.59
3979,4,1,1075,2588.0,13.14,34006.32
3980,4,1,1075,2036.0,13.91,28310.58
3981,4,1,1075,1493.0,15.09,22529.37
3982,4,1,1075,9255.0,12.5,115641.23
3983,4,1,1075,8100.0,16.87,136647.0
3984,4,1,1075,7201.0,16.75,120616.75
3985,4,1,1075,4582.0,15.45,70791.9
3986,4,1,1075,1429.0,18.76,26808.04
3987,4,1,1075,1777.0,17.82,31666.14
3988,4,1,1075,11703.0,16.93,198131.79
3989,4,1,1075,9801.0,16.75,164166.75
3990,4,1,1075,4452.0,15.09,67180.68
3991,4,1,1075,1411.0,15.64,22068.04
3992,4,2,1075,1421.0,10.12,14380.52
3993,4,2,1075,52.0,10.0,520.0
3994,4,2,1075,1422.0,8.44,11994.57
3995,4,2,1075,1100.0,12.74,14014.0
3996,4,2,1075,1009.0,12.13,12239.17
3997,4,2,1075,1200.0,12.32,14784.0
3998,4,2,1075,4820.0,18.48,89073.6
3999,4,2,1075,4300.0,17.66,75938.0
4000,4,2,1075,5791.0,15.45,89470.95
4001,4,2,1075,7421.0,15.7,116509.7
4002,4,2,1075,858.0,12.87,11042.46
4003,4,2,1075,238.0,10.25,2439.5
4004,4,9,1075,298.0,1.01,300.98
4005,4,9,1075,340.0,1.02,346.8
4006,4,9,1075,1471.0,1.1,1618.1
4007,4,9,1075,1200.0,1.12,1344.0
4008,3,0,1025,715.0,1.1,786.5
4009,3,0,1025,395.0,1.1,434.5
4010,3,0,1025,1488.0,1.15,1711.2
4011,3,0,1025,2063.0,1.31,2702.53
4012,3,0,1025,1210.0,1.22,1476.2
4013,3,0,1025,1258.0,1.23,1547.34
4014,3,0,1025,1595.0,1.32,2105.4
4015,3,0,1025,710.0,1.25,887.5
4016,3,0,1025,935.0,1.29,1206.15
4017,3,0,1025,4665.0,1.39,6484.35
4018,3,0,1025,4335.0,1.41,6112.35
4019,3,0,1025,7880.0,1.48,11662.4
4020,3,0,1025,4738.0,1.43,6775.34
4021,3,0,1025,5275.0,1.47,7754.25
4022,3,0,1025,3800.0,1.46,5548.0
4023,3,0,1025,5245.0,2.76,14476.2
4024,3,0,1025,7079.0,1.52,10760.08
4025,3,3,1025,105.0,0.95,99.75
4026,3,3,1025,117.0,1.1,128.7
4027,3,3,1025,115.0,1.15,132.25
4028,3,3,1025,124.0,1.19,147.56
4029,3,3,1025,1072.0,1.17,1254.24
4030,3,3,1025,1272.0,1.2,1526.4
4031,3,3,1025,366.0,1.19,435.54
4032,3,3,1025,854.0,1.12,956.48
4033,3,3,1025,1202.0,1.19,1430.38
4034,3,3,1025,1335.0,1.16,1548.6
4035,3,3,1025,1680.0,0.98,1646.4
4036,3,3,1025,2061.0,1.34,2761.74
4037,3,3,1025,1820.0,1.14,2074.8
4038,3,3,1025,3211.0,1.33,4270.63
4039,3,3,1025,1393.0,1.21,1685.53
4040,3,3,1025,2441.0,1.3,3173.3
4041,3,3,1025,3332.0,1.6,5331.2
4042,3,1,1025,1745.0,9.59,16734.55
4043,3,1,1025,1542.0,13.1,20200.2
4044,3,1,1025,4210.0,11.67,49130.7
4045,3,1,1025,5950.0,13.4,79730.0
4046,3,1,1025,3950.0,9.1,35945.0
4047,3,1,1025,2187.0,12.28,26856.36
4048,3,1,1025,5945.0,11.03,65573.35
4049,3,1,1025,3245.0,10.28,33358.6
4050,3,1,1025,4841.0,11.9,57607.9
4051,3,1,1025,5311.0,10.75,57093.25
4052,3,1,1025,3563.0,11.82,42114.66
4053,3,1,1025,11280.0,10.12,114153.6
4054,3,1,1025,7502.0,12.65,94900.3
4055,3,1,1025,5743.0,13.28,76267.04
4056,3,1,1025,4220.0,9.42,39752.4
4057,3,1,1025,2640.0,9.14,24129.6
4058,3,1,1025,5847.0,13.54,79168.38
4059,3,2,1025,32.0,4.78,152.96
4060,3,2,1025,45.0,3.8,171.0
4061,3,2,1025,30.0,4.65,139.5
4062,3,2,1025,207.0,4.85,1003.95
4063,3,2,1025,188.0,5.85,1099.8
4064,3,2,1025,103.0,5.85,602.55
4065,3,2,1025,37.0,4.7,173.9
4066,3,2,1025,29.0,3.85,111.65
4067,3,2,1025,23.0,4.79,110.17
4068,3,2,1025,538.0,7.39,3975.82
4069,3,2,1025,601.0,6.95,4176.95
4070,3,2,1025,848.0,7.0,5936.0
4071,3,2,1025,2608.0,7.84,20446.72
4072,3,2,1025,1739.0,8.92,15511.88
4073,3,2,1025,1320.0,7.49,9886.8
4074,3,2,1025,1547.0,7.45,11525.15
4075,3,2,1025,1770.0,10.15,17965.5
4076,0,5,1215,1200.0,7.1,8520.0
4077,0,5,1215,1450.0,5.6,8120.0
4078,0,5,1215,1380.0,6.2,8556.0
4079,0,5,1215,1200.0,7.2,8640.0
4080,0,5,1215,29.0,4.3,124.7
4081,0,5,1215,790.0,5.8,4582.0
4082,0,5,1215,1274.0,6.2,7898.8
4083,0,5,1215,560.0,6.2,3472.0
4084,0,5,1215,1350.0,5.8,7830.0
4085,0,5,1215,2087.0,6.2,12939.4
4086,0,5,1215,2260.0,6.2,14012.0
4087,0,5,1215,6237.0,5.8,36174.6
4088,0,5,1215,9310.0,6.3,58653.0
4089,0,5,1215,6250.0,5.3,33125.0
4090,0,5,1215,4900.0,4.8,23520.0
4091,0,5,1215,2200.0,5.8,12760.0
4092,0,5,1215,435.0,5.76,2505.6
4093,0,5,1215,540.0,5.76,3110.4
4094,0,5,1215,1640.0,6.0,9840.0
4095,0,5,1215,850.0,6.0,5100.0
4096,0,5,1215,900.0,4.2,3780.0
4097,0,5,1215,990.0,5.3,5247.0
4098,0,5,1215,410.0,4.8,1968.0
4099,0,5,1215,2138.0,6.4,13683.2
4100,0,5,1215,1078.0,6.7,7222.6
4101,0,5,1215,7980.0,5.2,41496.0
4102,0,5,1215,7.0,4.0,28.0
4103,0,4,1215,3530.0,10.8,38124.0
4104,0,4,1215,4560.0,11.0,50160.0
4105,0,4,1215,4870.0,10.0,48700.0
4106,0,4,1215,3400.0,11.0,37400.0
4107,0,4,1215,880.0,10.0,8800.0
4108,0,4,1215,1520.0,10.5,15960.0
4109,0,4,1215,2620.0,11.0,28820.0
4110,0,4,1215,1260.0,11.0,13860.0
4111,0,4,1215,1440.0,11.8,16992.0
4112,0,4,1215,2424.0,10.5,25452.0
4113,0,4,1215,2320.0,10.2,23664.0
4114,0,4,1215,7360.0,12.0,88320.0
4115,0,4,1215,7990.0,11.0,87890.0
4116,0,4,1215,8466.0,10.2,86353.2
4117,0,4,1215,4646.0,10.2,47389.2
4118,0,4,1215,3370.0,10.2,34374.0
4119,0,4,1215,1850.0,10.0,18500.0
4120,0,4,1215,1263.0,10.0,12630.0
4121,0,4,1215,1550.0,11.0,17050.0
4122,0,4,1215,2300.0,11.0,25300.0
4123,0,4,1215,4400.0,12.0,52800.0
4124,0,4,1215,4383.0,11.0,48213.0
4125,0,4,1215,909.0,10.5,9544.5
4126,0,4,1215,2900.0,10.5,30450.0
4127,0,4,1215,10500.0,12.0,126000.0
4128,0,4,1215,7650.0,12.5,95625.0
4129,0,4,1215,900.0,10.5,9450.0
4130,0,7,1215,4670.0,1.5,7005.0
4131,0,7,1215,391.0,1.4,547.4
4132,0,7,1215,227.0,1.3,295.1
4133,0,7,1215,79.0,1.1,86.9
4134,0,7,1215,76.0,1.0,76.0
4135,0,7,1215,41.0,1.4,57.4
4136,0,7,1215,23.0,1.4,32.2
4137,0,7,1215,16.0,1.3,20.8
4138,0,7,1215,201.0,1.4,281.4
4139,0,7,1215,605.0,1.5,907.5
4140,0,6,1215,6730.0,0.5,3365.0
4141,0,6,1215,650.0,0.53,344.5
4142,0,6,1215,420.0,0.5,210.0
4143,0,6,1215,20.0,0.5,10.0
4144,0,6,1215,91.0,0.5,45.5
4145,0,6,1215,50.0,0.5,25.0
4146,0,6,1215,40.0,0.6,24.0
4147,0,6,1215,90.0,0.52,46.8
4148,0,6,1215,32.0,0.6,19.2
4149,0,6,1215,75.0,0.4,30.0
4150,0,6,1215,225.0,0.4,90.0
4151,0,6,1215,330.0,0.5,165.0
4152,0,6,1215,70.0,0.5,35.0
4153,1,8,1814,112.0,1.19,133.28
4154,1,8,1814,45.0,1.03,46.35
4155,1,8,1814,53.0,1.03,54.59
4156,1,8,1814,172.0,1.13,194.36
4157,1,8,1814,135.0,1.88,253.8
4158,1,8,1814,152.0,1.24,188.48
4159,1,5,1814,675.0,4.54,3064.5
4160,1,5,1814,1025.0,4.55,4663.75
4161,1,5,1814,14532.0,7.08,102886.56
4162,1,5,1814,3063.0,5.59,17122.17
4163,1,5,1814,1573.0,4.21,6622.33
4164,1,5,1814,4682.0,7.01,32820.82
4165,1,5,1814,1722.06,6.51,11210.61
4166,1,5,1814,2476.0,6.39,15821.64
4167,1,5,1814,279.0,4.12,1149.48
4168,1,5,1814,342.0,4.15,1419.3
4169,1,5,1814,1562.0,5.52,8622.24
4170,1,5,1814,4199.0,7.73,32458.27
4171,1,5,1814,10123.0,7.67,77643.41
4172,1,5,1814,947.0,7.1,6723.7
4173,1,5,1814,2746.0,7.01,19249.46
4174,1,5,1814,217.0,5.03,1091.51
4175,1,5,1814,368.0,5.55,2042.4
4176,1,4,1814,2701.0,12.15,32817.15
4177,1,4,1814,3293.0,12.17,40075.81
4178,1,4,1814,17993.0,16.91,304261.63
4179,1,4,1814,1014.0,7.8,7909.2
4180,1,4,1814,3080.0,10.24,31539.2
4181,1,4,1814,1963.0,9.57,18785.91
4182,1,4,1814,3577.0,9.89,35376.53
4183,1,4,1814,4317.88,12.52,54059.86
4184,1,4,1814,4476.0,12.13,54293.88
4185,1,4,1814,535.0,7.25,3878.75
4186,1,4,1814,4580.0,7.26,33250.8
4187,1,4,1814,3765.0,11.07,41678.55
4188,1,4,1814,3922.0,18.33,71890.26
4189,1,4,1814,12005.0,19.43,233257.15
4190,1,4,1814,542.0,9.07,4915.94
4191,1,4,1814,1285.0,8.63,11089.55
4192,1,4,1814,47.0,6.82,320.54
4193,1,4,1814,56.0,8.06,451.36
4194,1,4,1814,11.0,0.83,9.13
4195,1,4,1814,59.0,6.63,391.17
4196,1,7,1814,785.0,0.83,651.55
4197,1,7,1814,3000.0,1.12,3360.0
4198,1,7,1814,2115.0,0.92,1945.8
4199,1,7,1814,217.0,1.01,219.17
4200,1,7,1814,2691.0,1.37,3686.67
4201,1,7,1814,1530.0,1.57,2402.1
4202,1,7,1814,2220.0,1.45,3219.0
4203,1,7,1814,610.0,1.25,762.5
4204,1,6,1814,2345.0,0.89,2087.05
4205,1,6,1814,2775.0,0.91,2525.25
4206,1,6,1814,706.0,1.22,861.32
4207,1,6,1814,865.0,1.24,1072.6
4208,1,6,1814,488.0,1.29,629.52
4209,1,6,1814,461.0,1.26,580.86
4210,5,5,920,1886.0,4.97,9373.42
4211,5,5,920,3264.0,5.03,16417.92
4212,5,5,920,700.0,3.6,2520.0
4213,5,5,920,783.9,4.2,3292.38
4214,5,5,920,1145.0,2.18,2496.1
4215,5,5,920,630.0,4.6,2898.0
4216,5,5,920,16.0,5.0,80.0
4217,5,5,920,907.0,6.22,5641.54
4218,5,4,920,2230.0,8.74,19490.2
4219,5,4,920,3359.0,8.39,28182.01
4220,5,4,920,2461.0,8.7,21410.7
4221,5,4,920,1658.0,11.7,19398.6
4222,5,4,920,1772.55,6.94,12301.5
4223,5,4,920,1434.92,1.51,2166.73
4224,5,4,920,534.0,9.3,4966.2
4225,5,4,920,427.0,6.37,2719.99
4226,5,4,920,593.0,8.2,4862.6
4227,5,4,920,667.0,9.71,6476.57
4228,5,4,920,18.0,11.45,206.1
4229,5,4,920,56.0,13.7,767.2
4230,5,4,920,16.0,8.88,142.08
4231,5,4,920,19.0,8.84,167.96
4232,5,4,920,132.0,6.6,871.2
4233,5,4,920,1395.0,6.82,9513.9
4234,5,4,920,1315.0,12.1,15911.5
4235,2,5,1080,1775.0,9.21,16347.75
4236,2,5,1080,2390.0,9.35,22346.5
4237,2,5,1080,1249.0,6.9,8618.1
4238,2,5,1080,560.0,8.2,4592.0
4239,2,5,1080,275.0,5.35,1471.25
4240,2,5,1080,315.0,8.15,2567.25
4241,2,5,1080,320.0,7.9,2528.0
4242,2,5,1080,815.0,5.2,4238.0
4243,2,5,1080,2255.0,8.45,19054.75
4244,2,5,1080,3560.0,10.2,36312.0
4245,2,5,1080,2735.0,8.7,23794.5
4246,2,5,1080,935.0,8.1,7573.5
4247,2,5,1080,1295.0,8.5,11007.5
4248,2,5,1080,1088.0,7.75,8432.0
4249,2,5,1080,502.0,7.8,3915.6
4250,2,5,1080,470.0,7.9,3713.0
4251,2,5,1080,7520.0,8.5,63920.0
4252,2,5,1080,38.0,5.1,193.8
4253,2,5,1080,36.0,5.0,180.0
4254,2,5,1080,52.0,7.1,369.2
4255,2,5,1080,76.0,7.1,539.6
4256,2,4,1080,3635.0,10.8,39258.0
4257,2,4,1080,4955.0,10.7,53018.5
4258,2,4,1080,9697.0,10.21,99006.37
4259,2,4,1080,7583.0,8.65,65592.95
4260,2,4,1080,1559.0,9.25,14420.75
4261,2,4,1080,1615.0,9.3,15019.5
4262,2,4,1080,830.0,10.4,8632.0
4263,2,4,1080,588.0,9.15,5380.2
4264,2,4,1080,5003.0,10.6,53031.8
4265,2,4,1080,8025.0,8.35,67008.75
4266,2,4,1080,5895.0,10.05,59244.75
4267,2,4,1080,4395.0,10.38,45620.1
4268,2,4,1080,6350.0,9.95,63182.5
4269,2,4,1080,2405.0,10.4,25012.0
4270,2,4,1080,4495.0,9.5,42702.5
4271,2,4,1080,3045.0,9.5,28927.5
4272,2,4,1080,13715.0,10.5,144007.5
4273,2,4,1080,145.0,6.85,993.25
4274,2,4,1080,902.0,8.45,7621.9
4275,2,4,1080,245.0,9.7,2376.5
4276,2,4,1080,380.0,9.85,3743.0
4277,2,7,1080,905.0,1.38,1248.9
4278,2,7,1080,850.0,1.25,1062.5
4279,2,7,1080,372.0,1.0,372.0
4280,2,7,1080,8355.0,1.45,12114.75
4281,2,6,1080,55.0,1.22,67.1
4282,2,6,1080,33.0,1.25,41.25
4283,2,6,1080,24.0,0.9,21.6
4284,2,6,1080,14.0,0.0,0.0
4285,2,6,1080,652.0,1.0,652.0
4286,2,6,1080,1185.0,1.32,1564.2
4287,2,6,1080,45.0,1.3,58.5
4288,2,6,1080,69.0,1.3,89.7
4289,7,9,997,6845.0,0.7,4791.5
4290,7,9,997,2976.0,0.6,1785.6
4291,7,9,997,1984.0,0.6,1190.4
4292,7,9,997,3310.0,0.9,2979.0
4293,7,9,997,9872.0,0.9,8884.8
4294,7,9,997,11140.0,1.0,11140.0
4295,7,9,997,5560.0,0.67,3725.2
4296,7,9,997,6950.0,0.85,5907.5
4297,7,9,997,4437.0,0.5,2218.5
4298,7,8,997,6345.0,1.1,6979.5
4299,7,8,997,5063.0,0.9,4556.7
4300,7,8,997,3376.0,0.9,3038.4
4301,7,8,997,4266.0,1.19,5076.54
4302,7,8,997,8900.0,1.0,8900.0
4303,7,8,997,10802.0,1.1,11882.2
4304,7,8,997,4850.0,0.9,4365.0
4305,7,8,997,6901.0,0.62,4278.62
4306,7,8,997,4578.0,1.1,5035.8
4307,7,7,997,6846.0,1.2,8215.2
4308,7,7,997,6448.0,0.5,3224.0
4309,7,7,997,4298.0,0.5,2149.0
4310,7,7,997,6192.0,0.72,4458.24
4311,7,7,997,12677.0,0.86,10902.22
4312,7,7,997,9600.0,0.98,9408.0
4313,7,7,997,6351.0,0.64,4064.64
4314,7,7,997,6521.0,0.56,3651.76
4315,7,7,997,4478.0,0.4,1791.2
4316,7,6,997,1567.0,0.48,752.16
4317,7,6,997,783.0,0.6,469.8
4318,7,6,997,522.0,0.6,313.2
4319,7,6,997,1588.0,0.25,397.0
4320,7,6,997,3824.0,0.7,2676.8
4321,7,6,997,3440.0,0.7,2408.0
4322,7,6,997,1534.0,0.84,1288.56
4323,7,6,997,4542.0,0.65,2952.3
4324,7,6,997,1510.0,0.47,709.7
4325,6,9,434,6756.0,0.39,2634.84
4326,6,9,434,6200.0,0.7,4340.0
4327,6,9,434,6661.52,0.97,6461.68
4328,6,9,434,10586.0,0.9,9527.4
4329,6,9,434,3381.0,1.15,3888.15
4330,6,9,434,4699.52,0.9,4229.57
4331,6,9,434,8282.0,0.35,2898.7
4332,6,9,434,5502.0,0.5,2751.0
4333,6,9,434,7499.0,0.92,6899.08
4334,6,8,434,5900.0,0.72,4248.0
4335,6,8,434,3800.0,0.8,3040.0
4336,6,8,434,6771.82,0.86,5823.76
4337,6,8,434,35683.0,1.12,39964.96
4338,6,8,434,794.0,1.4,1111.6
4339,6,8,434,9285.12,0.8,7428.1
4340,6,8,434,11360.0,0.53,6020.8
4341,6,8,434,7205.0,0.55,3962.75
4342,6,8,434,19000.0,0.8,15200.0
4343,6,7,434,19450.0,1.4,27230.0
4344,6,7,434,12011.0,1.05,12611.55
4345,6,7,434,16037.65,1.03,16518.78
4346,6,7,434,6543.0,1.4,9160.2
4347,6,7,434,7685.0,0.96,7377.6
4348,6,7,434,8504.59,1.57,13352.2
4349,6,7,434,13542.0,1.2,16250.4
4350,6,7,434,7846.0,0.73,5727.58
4351,6,7,434,27051.0,0.86,23263.86
4352,6,6,434,5000.0,1.03,5150.0
4353,6,6,434,5400.0,0.92,4968.0
4354,6,6,434,4813.74,1.23,5920.9
4355,6,6,434,252.0,1.31,330.12
4356,6,6,434,1898.0,1.2,2277.6
4357,6,6,434,12239.49,1.15,14075.41
4358,6,6,434,8234.0,0.85,6998.9
4359,6,6,434,4891.0,0.58,2836.78
4360,6,6,434,24050.0,1.09,26214.5
4361,4,5,1075,111.0,6.38,708.18
4362,4,5,1075,129.0,5.11,659.19
4363,4,5,1075,229.0,3.4,778.6
4364,4,5,1075,775.0,10.66,8261.5
4365,4,5,1075,1454.0,10.68,15528.72
4366,4,5,1075,2395.0,8.51,20381.45
4367,4,5,1075,460.0,5.82,2677.2
4368,4,5,1075,500.0,5.58,2790.0
4369,4,5,1075,70.0,3.58,250.25
4370,4,5,1075,110.0,4.53,498.3
4371,4,5,1075,478.0,3.73,1780.55
4372,4,5,1075,23.0,5.07,116.61
4373,4,4,1075,238.0,3.95,940.1
4374,4,4,1075,170.0,6.03,1025.1
4375,4,4,1075,602.0,5.0,3010.0
4376,4,4,1075,3365.0,8.92,30015.8
4377,4,4,1075,1055.0,8.88,9368.4
4378,4,4,1075,2500.0,7.83,19575.0
4379,4,4,1075,271.0,7.13,1932.23
4380,4,4,1075,230.0,6.8,1564.0
4381,4,4,1075,140.0,5.2,728.0
4382,4,4,1075,200.0,6.15,1230.0
4383,4,4,1075,298.0,10.05,2994.9
4384,4,4,1075,48.0,5.34,256.32
4385,4,8,1075,277.0,1.03,285.31
4386,4,8,1075,324.0,1.01,327.24
4387,4,8,1075,2581.0,1.0,2581.0
4388,4,8,1075,1291.0,1.33,1717.03
4389,4,6,1075,59.0,1.24,72.87
4390,4,6,1075,620.0,2.06,1274.1
4391,4,6,1075,500.0,0.89,445.0
4392,4,6,1075,522.0,1.11,579.42
4393,4,6,1075,788.0,1.31,1032.28
4394,4,6,1075,267.0,1.36,363.12
4395,3,5,1025,20.0,4.5,90.0
4396,3,5,1025,28.0,3.59,100.52
4397,3,5,1025,200.0,4.8,960.0
4398,3,5,1025,1578.0,4.55,7179.9
4399,3,5,1025,300.0,4.77,1431.0
4400,3,5,1025,228.0,5.9,1345.2
4401,3,5,1025,148.0,4.79,708.92
4402,3,5,1025,61.0,4.05,247.05
4403,3,5,1025,108.0,3.86,416.88
4404,3,5,1025,1311.0,5.95,7800.45
4405,3,5,1025,983.0,4.9,4816.7
4406,3,5,1025,5218.0,4.99,26037.82
4407,3,5,1025,7976.0,5.86,46739.36
4408,3,5,1025,4510.0,6.95,31344.5
4409,3,5,1025,7235.0,6.33,45797.55
4410,3,5,1025,3499.0,4.67,16340.33
4411,3,5,1025,6293.0,6.95,43736.35
4412,3,4,1025,357.0,8.9,3177.3
4413,3,4,1025,270.0,4.65,1255.5
4414,3,4,1025,305.0,7.0,2135.0
4415,3,4,1025,1775.0,8.3,14732.5
4416,3,4,1025,651.0,7.8,5077.8
4417,3,4,1025,608.0,9.55,5806.4
4418,3,4,1025,377.0,9.2,3468.4
4419,3,4,1025,317.0,5.08,1610.36
4420,3,4,1025,321.0,10.68,3428.28
4421,3,4,1025,4990.0,10.59,52844.1
4422,3,4,1025,4741.0,9.98,47315.18
4423,3,4,1025,8395.0,10.9,91505.5
4424,3,4,1025,9454.0,9.5,89813.0
4425,3,4,1025,7015.0,9.6,67344.0
4426,3,4,1025,6110.0,9.85,60183.5
4427,3,4,1025,5846.0,8.3,48521.8
4428,3,4,1025,7227.0,10.2,73715.4
4429,0,0,1381,3432.0,2.5,8580.0
4430,0,0,1381,2312.0,1.2,2774.4
4431,0,0,1381,4845.0,1.3,6298.5
4432,0,0,1381,3199.0,2.4,7677.6
4433,0,0,1381,21228.0,1.4,29719.2
4434,0,0,1381,11554.0,1.3,15020.2
4435,0,0,1381,7202.0,1.4,10082.8
4436,0,0,1381,5712.0,1.9,10852.8
4437,0,0,1381,2512.0,1.4,3516.8
4438,0,0,1381,5502.0,1.3,7152.6
4439,0,0,1381,3210.0,1.4,4494.0
4440,0,0,1381,10372.0,1.2,12446.4
4441,0,0,1381,10051.0,1.2,12061.2
4442,0,0,1381,3681.0,1.5,5521.5
4443,0,0,1381,5702.0,1.5,8553.0
4444,0,0,1381,3509.0,1.2,4210.8
4445,0,0,1381,1653.0,1.3,2148.9
4446,0,0,1381,2164.0,1.2,2596.8
4447,0,0,1381,836.0,1.2,1003.2
4448,0,0,1381,9047.0,1.4,12665.8
4449,0,0,1381,13356.0,1.3,17362.8
4450,0,0,1381,3810.0,1.2,4572.0
4451,0,0,1381,962.0,1.2,1154.4
4452,0,0,1381,3548.0,1.2,4257.6
4453,0,0,1381,12373.0,1.4,17322.2
4454,0,0,1381,5619.0,1.2,6742.8
4455,0,0,1381,336.0,1.3,436.8
4456,0,3,1381,83.04,2.88,239.16
4457,0,3,1381,336.38,2.88,968.74
4458,0,3,1381,31.54,2.67,84.33
4459,0,3,1381,48.36,2.26,109.42
4460,0,3,1381,3068.45,2.98,9152.35
4461,0,3,1381,39.95,2.78,110.93
4462,0,3,1381,65.17,2.98,194.4
4463,0,3,1381,139.81,2.47,345.11
4464,0,3,1381,88.3,2.88,254.29
4465,0,3,1381,95.13,2.78,264.19
4466,0,3,1381,153.48,2.67,410.42
4467,0,3,1381,412.07,3.7,1525.77
4468,0,3,1381,785.25,3.7,2907.53
4469,0,3,1381,850.42,2.88,2449.1
4470,0,3,1381,503.52,3.39,1709.03
4471,0,3,1381,579.21,3.6,2085.07
4472,0,3,1381,163.99,2.67,438.53
4473,0,3,1381,233.37,2.67,624.06
4474,0,3,1381,97.76,2.67,261.43
4475,0,3,1381,163.99,2.98,489.13
4476,0,3,1381,265.95,3.09,820.62
4477,0,3,1381,350.05,2.88,1008.1
4478,0,3,1381,50.46,2.78,140.12
4479,0,3,1381,1944.72,2.78,5400.52
4480,0,3,1381,432.04,3.29,1421.98
4481,0,3,1381,400.51,2.47,988.64
4482,0,3,1381,66.23,3.19,211.16
4483,0,1,1381,4309.0,26.0,112034.0
4484,0,1,1381,2203.0,18.5,40755.5
4485,0,1,1381,6547.0,17.3,113263.1
4486,0,1,1381,3520.0,26.0,91520.0
4487,0,1,1381,3422.0,16.0,54752.0
4488,0,1,1381,6902.0,22.0,151844.0
4489,0,1,1381,5262.0,22.0,115764.0
4490,0,1,1381,3352.0,41.0,137432.0
4491,0,1,1381,1582.0,20.0,31640.0
4492,0,1,1381,4362.0,18.0,78516.0
4493,0,1,1381,4262.0,18.0,76716.0
4494,0,1,1381,6880.0,18.0,123840.0
4495,0,1,1381,11957.0,19.5,233161.5
4496,0,1,1381,5351.0,19.0,101669.0
4497,0,1,1381,6452.0,21.0,135492.0
4498,0,1,1381,5901.0,19.0,112119.0
4499,0,1,1381,2180.0,18.0,39240.0
4500,0,1,1381,3101.0,18.0,55818.0
4501,0,1,1381,4200.0,18.0,75600.0
4502,0,1,1381,4511.0,20.0,90220.0
4503,0,1,1381,6951.0,16.0,111216.0
4504,0,1,1381,6881.0,20.0,137620.0
4505,0,1,1381,333.0,20.0,6660.0
4506,0,1,1381,6781.0,20.0,135620.0
4507,0,1,1381,4901.0,20.0,98020.0
4508,0,1,1381,7100.0,20.0,142000.0
4509,0,1,1381,382.0,15.0,5730.0
4510,0,2,1381,503.0,11.5,5784.5
4511,0,2,1381,197.0,14.5,2856.5
4512,0,2,1381,798.0,12.0,9576.0
4513,0,2,1381,511.0,11.7,5978.7
4514,0,2,1381,10552.0,16.8,177273.6
4515,0,2,1381,5773.0,16.0,92368.0
4516,0,2,1381,2457.0,16.0,39312.0
4517,0,2,1381,2131.0,16.5,35161.5
4518,0,2,1381,769.0,15.0,11535.0
4519,0,2,1381,1293.0,15.0,19395.0
4520,0,2,1381,844.0,15.0,12660.0
4521,0,2,1381,751.0,11.0,8261.0
4522,0,2,1381,437.0,14.0,6118.0
4523,0,2,1381,466.0,16.0,7456.0
4524,0,2,1381,1220.0,13.0,15860.0
4525,0,2,1381,376.0,13.5,5076.0
4526,0,2,1381,335.0,14.0,4690.0
4527,0,2,1381,351.0,14.0,4914.0
4528,0,2,1381,192.0,12.0,2304.0
4529,0,2,1381,275.0,16.0,4400.0
4530,0,2,1381,861.0,16.0,13776.0
4531,0,2,1381,610.0,11.5,7015.0
4532,0,2,1381,431.0,11.5,4956.5
4533,0,2,1381,762.0,12.5,9525.0
4534,0,2,1381,866.0,13.6,11777.6
4535,0,2,1381,270.0,12.0,3240.0
4536,0,2,1381,7.2,10.5,75.6
4537,1,0,1239,15511.0,1.74,26965.0
4538,1,0,1239,23104.0,1.8,41560.0
4539,1,0,1239,5083.0,1.83,9320.0
4540,1,0,1239,16235.0,1.93,31350.0
4541,1,0,1239,19129.0,1.79,34320.0
4542,1,0,1239,14530.0,1.8,26200.0
4543,1,0,1239,12820.0,1.97,25230.0
4544,1,0,1239,5759.0,1.81,10420.0
4545,1,0,1239,5986.0,1.85,11065.0
4546,1,0,1239,8986.0,1.77,15920.0
4547,1,0,1239,17120.0,1.82,31100.0
4548,1,0,1239,20870.0,1.75,36500.0
4549,1,0,1239,12677.0,2.24,28420.0
4550,1,0,1239,5741.0,1.77,10160.0
4551,1,0,1239,5222.0,1.77,9236.0
4552,1,0,1239,3015.0,1.73,5230.0
4553,1,0,1239,6200.0,1.85,11460.0
4554,1,0,1239,27564.0,1.97,54260.0
4555,1,0,1239,11420.0,1.88,21420.0
4556,1,0,1239,1789.0,2.03,3631.0
4557,1,0,1239,3094.0,1.7,5264.0
4558,1,0,1239,2256.0,1.9,4295.0
4559,1,3,1239,390.0,1.77,691.96
4560,1,3,1239,1039.64,1.25,1302.83
4561,1,3,1239,173.45,2.37,410.85
4562,1,3,1239,121.94,2.31,281.11
4563,1,3,1239,2002.54,1.76,3514.94
4564,1,3,1239,141.91,1.36,193.53
4565,1,3,1239,113.53,1.36,154.61
4566,1,3,1239,50.46,1.89,95.2
4567,1,3,1239,285.93,1.97,562.22
