,REGION,CROP,TOTAL RAINFALL(MM),AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
863,0,0,1380,3800.0,1.24,4719.16
864,0,0,1380,1180.0,1.4,1649.75
865,0,0,1380,14550.0,1.22,17703.45
866,0,0,1380,3750.0,1.2,4507.19
867,0,0,1380,930.0,1.3,1207.34
868,0,0,1380,3700.0,1.18,4353.64
869,0,0,1380,9800.0,1.25,12270.41
870,0,0,1380,5760.0,1.27,7328.14
871,0,0,1380,820.0,1.27,1038.86
872,0,3,1380,360.0,1.12,404.52
873,0,3,1380,30.0,1.06,31.88
874,0,3,1380,200.0,1.12,223.4
875,0,3,1380,2500.0,1.36,3405.47
876,0,3,1380,80.0,1.19,94.81
877,0,3,1380,180.0,1.15,206.34
878,0,3,1380,160.0,1.14,182.01
879,0,3,1380,360.0,1.39,499.39
880,0,3,1380,560.0,1.6,898.13
881,0,3,1380,740.0,1.27,939.53
882,0,3,1380,350.0,1.51,529.12
883,0,3,1380,520.0,1.59,825.77
884,0,3,1380,340.0,1.13,385.19
885,0,3,1380,140.0,1.05,146.95
886,0,3,1380,300.0,1.11,333.33
887,0,3,1380,290.0,1.18,342.02
888,0,3,1380,80.0,1.25,99.74
889,0,3,1380,1650.0,1.24,2049.3
890,0,3,1380,350.0,1.21,424.72
891,0,3,1380,350.0,1.11,389.42
892,0,3,1380,20.0,1.18,23.64
893,0,1,1380,5890.0,10.49,61757.32
894,0,1,1380,5720.0,8.41,48109.84
895,0,1,1380,3040.0,9.25,28109.87
896,0,1,1380,3260.0,6.98,22770.76
897,0,1,1380,9420.0,10.95,103181.92
898,0,1,1380,5960.0,10.28,61264.34
899,0,1,1380,6770.0,10.0,67712.95
900,0,1,1380,5740.0,10.33,59309.79
901,0,1,1380,10250.0,9.5,97340.83
902,0,1,1380,4970.0,12.32,61214.24
903,0,1,1380,5650.0,12.56,70935.98
904,0,1,1380,5680.0,11.07,62866.5
905,0,1,1380,4960.0,9.97,49428.19
906,0,1,1380,5870.0,11.91,69922.81
907,0,1,1380,7640.0,10.58,80824.86
908,0,1,1380,6650.0,11.4,75826.68
909,0,1,1380,310.0,10.54,3266.54
910,0,1,1380,6440.0,12.76,82155.47
911,0,1,1380,4490.0,13.95,62638.08
912,0,1,1380,6890.0,10.08,69469.43
913,0,1,1380,1770.0,9.64,17070.59
914,0,2,1380,310.0,12.76,3956.83
915,0,2,1380,780.0,10.42,8128.02
916,0,2,1380,880.0,10.21,8984.75
917,0,2,1380,9970.4,15.49,154424.51
918,0,2,1380,6890.0,14.16,97589.1
919,0,2,1380,3220.0,13.22,42573.46
920,0,2,1380,2219.65,12.08,26805.78
921,0,2,1380,810.0,11.84,9587.37
922,0,2,1380,460.0,11.68,5372.65
923,0,2,1380,470.0,13.5,6344.02
924,0,2,1380,1280.0,11.08,14184.04
925,0,2,1380,370.0,11.57,4279.54
926,0,2,1380,670.0,11.05,7403.83
927,0,2,1380,210.0,9.87,2072.52
928,0,2,1380,1020.0,13.43,13694.0
929,0,2,1380,590.0,10.49,6191.16
930,0,2,1380,420.0,9.77,4102.06
931,0,2,1380,780.0,10.67,8325.63
932,0,2,1380,800.0,12.15,9722.42
933,0,2,1380,270.0,11.45,3090.21
934,0,2,1380,20.0,9.68,193.64
935,1,0,1148,36340.0,1.37,49818.26
936,1,0,1148,7630.0,1.5,11462.0
937,1,0,1148,11200.0,1.48,16612.07
938,1,0,1148,39710.0,2.0,79420.0
939,1,0,1148,9210.0,1.69,15570.45
940,1,0,1148,4720.0,2.0,9440.0
941,1,0,1148,5540.0,2.0,11080.0
942,1,0,1148,6700.0,1.82,12198.72
943,1,0,1148,37870.0,1.9,71953.0
944,1,0,1148,15230.0,1.9,28937.0
945,1,0,1148,5710.0,1.79,10202.43
946,1,0,1148,5910.0,1.99,11767.04
947,1,0,1148,4450.0,1.96,8721.88
948,1,0,1148,7210.0,1.9,13699.0
949,1,0,1148,27200.0,2.0,54400.0
950,1,0,1148,14910.0,1.88,28062.53
951,1,0,1148,1610.0,2.0,3220.0
952,1,0,1148,2510.0,2.0,5020.0
953,1,0,1148,2610.0,1.79,4678.59
954,1,3,1148,160.0,1.72,274.43
955,1,3,1148,980.0,1.26,1239.21
956,1,3,1148,140.0,2.01,280.97
957,1,3,1148,100.0,2.02,202.04
958,1,3,1148,1780.0,1.63,2905.26
959,1,3,1148,110.0,1.27,139.33
960,1,3,1148,100.0,1.25,125.24
961,1,3,1148,40.0,1.73,69.0
962,1,3,1148,200.0,1.93,386.93
963,1,3,1148,100.0,1.73,173.27
964,1,1,1148,9410.0,11.01,103593.04
965,1,1,1148,13120.0,17.35,227605.3
966,1,1,1148,9770.0,14.2,138692.39
967,1,1,1148,12870.0,13.86,178383.58
968,1,1,1148,7230.0,15.23,110097.77
969,1,1,1148,3050.0,17.14,52278.44
970,1,1,1148,9580.0,16.93,162206.07
971,1,1,1148,20560.0,13.2,271375.2
972,1,1,1148,7130.0,17.01,121298.94
973,1,1,1148,8680.0,16.51,143323.56
974,1,1,1148,4000.0,15.3,61189.19
975,1,1,1148,14330.0,15.36,220054.71
976,1,1,1148,1580.0,13.62,21520.76
977,1,1,1148,4860.0,13.81,67111.19
978,1,1,1148,4910.0,17.36,85213.42
979,1,1,1148,3900.0,17.17,66956.5
980,1,1,1148,21660.0,12.89,279215.89
981,1,1,1148,13770.0,12.86,177037.57
982,1,1,1148,9300.0,12.88,119759.25
983,1,2,1148,340.0,19.25,6545.99
984,1,2,1148,180.0,12.5,2249.49
985,1,2,1148,9460.0,17.82,168624.3
986,1,2,1148,910.0,15.14,13781.71
987,1,2,1148,1130.0,12.73,14382.54
988,1,2,1148,280.0,11.64,3258.55
989,1,2,1148,640.0,12.16,7780.0
990,1,2,1148,24400.0,20.45,499063.19
991,1,2,1148,8410.0,19.29,162267.41
992,1,2,1148,13230.0,21.49,284325.0
993,1,2,1148,90.0,13.87,1248.39
994,1,2,1148,110.0,13.72,1509.33
995,1,2,1148,8860.0,16.77,148608.68
996,1,2,1148,11410.0,15.92,181680.85
997,1,2,1148,8730.0,20.67,180477.98
998,1,2,1148,8140.0,20.8,169300.4
999,1,2,1148,9810.0,16.93,166096.66
1000,1,2,1148,13770.0,17.44,240175.23
1001,1,2,1148,7770.0,16.17,125646.17
1002,6,0,1086,3900.0,1.5,5850.0
1003,6,0,1086,6300.0,1.65,10390.0
1004,6,0,1086,5600.0,1.4,7840.0
1005,6,0,1086,3600.0,0.9,3240.0
1006,6,0,1086,7900.0,1.7,13430.0
1007,6,0,1086,5800.0,1.6,9280.0
1008,6,0,1086,3300.0,1.65,5450.0
1009,6,0,1086,9200.0,1.65,15180.0
1010,6,3,1086,1500.0,2.33,3500.0
1011,6,3,1086,600.0,1.8,1080.0
1012,6,3,1086,400.0,1.45,580.0
1013,6,3,1086,100.0,1.8,180.0
1014,6,3,1086,200.0,1.9,380.0
1015,6,3,1086,300.0,1.6,480.0
1016,6,3,1086,900.0,1.3,1170.0
1017,6,3,1086,200.0,1.2,240.0
1018,6,2,1086,3920.0,11.0,43120.0
1019,6,2,1086,3700.0,20.0,74000.0
1020,6,2,1086,3400.0,24.0,81600.0
1021,6,2,1086,3200.0,14.0,44800.0
1022,6,2,1086,2500.0,15.81,39520.0
1023,6,2,1086,960.0,13.0,12480.0
1024,6,2,1086,4300.0,21.0,90300.0
1025,6,9,1086,4200.0,1.45,6090.0
1026,6,9,1086,4300.0,1.4,6020.0
1027,6,9,1086,4400.0,1.45,6380.0
1028,6,9,1086,170.0,0.82,140.0
1029,6,9,1086,150.0,1.47,220.0
1030,6,9,1086,160.0,1.44,230.0
1031,6,9,1086,270.3,0.81,220.0
1032,6,9,1086,720.0,0.79,570.0
1033,7,0,884,3070.0,1.6,4910.0
1034,7,0,884,3310.0,1.8,5960.0
1035,7,0,884,820.0,1.9,1560.0
1036,7,0,884,9440.0,2.25,21220.0
1037,7,0,884,4280.0,1.16,4970.0
1038,7,0,884,230.0,0.91,210.0
1039,7,0,884,5270.0,1.31,6900.0
1040,7,0,884,4620.0,1.17,5410.0
1041,7,3,884,8980.0,2.4,21550.0
1042,7,3,884,7010.0,3.2,22430.0
1043,7,3,884,6210.0,2.7,16770.0
1044,7,3,884,4860.0,3.0,14580.0
1045,7,3,884,4930.0,3.0,14790.0
1046,7,3,884,3380.0,2.5,8450.0
1047,7,3,884,2430.0,2.8,6810.0
1048,7,3,884,2030.0,2.9,5890.0
1049,7,9,884,440.0,0.41,180.0
1050,7,9,884,420.0,0.81,340.0
1051,7,9,884,740.0,1.2,890.0
1052,7,9,884,7080.0,1.31,9280.0
1053,7,9,884,7500.0,0.83,6220.0
1054,7,9,884,80.0,1.13,90.0
1055,7,9,884,2150.0,0.64,1380.0
1056,7,9,884,1910.0,0.94,1790.0
1057,3,5,1385,60.0,3.83,230.0
1058,3,5,1385,190.0,4.42,840.0
1059,3,5,1385,1490.0,4.62,6880.0
1060,3,5,1385,630.0,4.84,3050.0
1061,3,5,1385,130.0,4.38,570.0
1062,3,5,1385,100.0,3.83,383.33
1063,3,5,1385,1280.0,5.89,7540.0
1064,3,5,1385,990.0,3.83,3795.0
1065,3,5,1385,5860.0,3.83,22463.33
1066,3,5,1385,7960.0,5.9,46960.0
1067,3,5,1385,10640.0,6.2,65960.0
1068,3,5,1385,5060.0,6.39,32330.0
1069,3,5,1385,6540.0,6.4,41850.0
1070,3,4,1385,310.0,9.1,2820.0
1071,3,4,1385,320.0,5.91,1890.0
1072,3,4,1385,1750.0,9.1,15930.0
1073,3,4,1385,1230.0,7.33,9020.0
1074,3,4,1385,330.0,9.1,3001.94
1075,3,4,1385,320.0,10.34,3310.0
1076,3,4,1385,5080.0,10.6,53850.0
1077,3,4,1385,4850.0,9.9,48020.0
1078,3,4,1385,8690.0,10.6,92110.0
1079,3,4,1385,9890.0,10.2,100880.0
1080,3,4,1385,12030.0,9.6,115490.0
1081,3,4,1385,6720.0,9.8,65850.0
1082,3,4,1385,7350.0,9.1,66861.29
1083,5,5,1195,5660.0,7.22,40890.0
1084,5,5,1195,2060.0,0.2,420.0
1085,5,5,1195,1280.0,4.4,5630.0
1086,5,5,1195,2150.0,4.62,9930.0
1087,5,5,1195,810.0,4.52,3660.0
1088,5,5,1195,20.0,4.5,90.0
1089,5,5,1195,1330.0,7.22,9608.43
1090,5,5,1195,530.0,4.25,2250.0
1091,5,5,1195,2990.0,7.25,21680.0
1092,5,4,1195,5860.0,9.11,53390.0
1093,5,4,1195,1840.0,9.11,16764.1
1094,5,4,1195,1400.0,9.11,12755.29
1095,5,4,1195,1760.0,6.11,10760.0
1096,5,4,1195,1120.0,5.36,6000.0
1097,5,4,1195,360.0,8.47,3050.0
1098,5,4,1195,310.0,4.13,1280.0
1099,5,4,1195,450.0,5.8,2610.0
1100,5,4,1195,490.0,10.82,5300.0
1101,5,4,1195,60.0,7.33,440.0
1102,5,4,1195,140.0,7.5,1050.0
1103,5,4,1195,3000.0,14.18,42530.0
1104,2,5,1211,6200.0,9.0,55800.0
1105,2,5,1211,6700.0,8.5,56950.0
1106,2,5,1211,1900.0,8.5,16150.0
1107,2,5,1211,800.0,5.0,4000.0
1108,2,5,1211,850.0,9.0,7650.0
1109,2,5,1211,700.0,7.0,4900.0
1110,2,5,1211,850.0,6.0,5100.0
1111,2,5,1211,2000.0,9.0,18000.0
1112,2,5,1211,4850.0,8.0,38800.0
1113,2,5,1211,5000.0,8.5,42500.0
1114,2,5,1211,2000.0,7.8,15600.0
1115,2,5,1211,950.0,7.0,6650.0
1116,2,5,1211,950.0,7.5,7125.0
1117,2,5,1211,7800.0,9.5,74100.0
1118,2,5,1211,300.0,5.0,1500.0
1119,2,5,1211,300.0,6.0,1800.0
1120,2,5,1211,250.0,6.0,1500.0
1121,2,4,1211,9900.0,10.0,99000.0
1122,2,4,1211,9400.0,10.0,94000.0
1123,2,4,1211,10300.0,10.0,103000.0
1124,2,4,1211,2100.0,10.0,21000.0
1125,2,4,1211,1500.0,10.5,15750.0
1126,2,4,1211,800.0,10.6,8480.0
1127,2,4,1211,700.0,9.0,6300.0
1128,2,4,1211,4500.0,10.0,45000.0
1129,2,4,1211,7150.0,10.0,71500.0
1130,2,4,1211,6900.0,10.6,73140.0
1131,2,4,1211,6300.0,10.8,68040.0
1132,2,4,1211,2700.0,10.0,27000.0
1133,2,4,1211,4800.0,10.5,50400.0
1134,2,4,1211,13400.0,10.0,134000.0
1135,2,4,1211,700.0,7.0,4900.0
1136,2,4,1211,1550.0,9.0,13950.0
1137,2,4,1211,750.0,9.0,6750.0
1138,4,5,1212,100.0,5.54,554.0
1139,4,5,1212,110.0,4.53,498.3
1140,4,5,1212,200.0,3.2,640.0
1141,4,5,1212,2050.0,9.98,20448.75
1142,4,5,1212,2210.0,7.0,15470.0
1143,4,5,1212,840.0,5.01,4208.4
1144,4,5,1212,70.0,3.02,211.4
1145,4,5,1212,100.0,4.02,402.0
1146,4,5,1212,450.0,3.5,1575.0
1147,4,5,1212,20.0,4.54,90.8
1148,4,4,1212,200.0,5.88,1176.0
1149,4,4,1212,160.0,6.6,1056.0
1150,4,4,1212,640.0,5.8,3712.0
1151,4,4,1212,3360.0,8.93,29988.0
1152,4,4,1212,2450.0,7.6,18620.0
1153,4,4,1212,510.0,7.01,3575.1
1154,4,4,1212,130.0,5.64,733.2
1155,4,4,1212,210.0,6.0,1260.0
1156,4,4,1212,280.0,10.0,2800.0
1157,4,4,1212,20.0,5.18,103.6
1158,4,8,1212,610.0,1.44,878.4
1159,4,8,1212,2510.0,1.12,2811.2
1160,4,8,1212,1230.0,1.11,1365.3
1161,0,5,1380,2950.0,5.77,17009.88
1162,0,5,1380,1710.0,7.83,13388.8
1163,0,5,1380,1230.0,7.94,9762.53
1164,0,5,1380,70.0,4.53,317.22
1165,0,5,1380,2260.0,6.62,14962.26
1166,0,5,1380,3660.0,6.68,24462.11
1167,0,5,1380,3860.0,6.97,26895.63
1168,0,5,1380,7370.0,7.17,52818.33
1169,0,5,1380,9840.0,6.44,63396.98
1170,0,5,1380,6280.0,5.68,35665.8
1171,0,5,1380,5430.0,5.44,29565.64
1172,0,5,1380,2480.0,6.71,16643.1
1173,0,5,1380,1070.0,6.92,7404.54
1174,0,5,1380,3120.0,6.61,20613.85
1175,0,5,1380,1630.0,6.23,10156.43
1176,0,5,1380,1160.0,5.79,6713.88
1177,0,5,1380,540.0,6.47,3496.12
1178,0,5,1380,2590.0,6.64,17195.07
1179,0,5,1380,1460.0,7.44,10866.66
1180,0,5,1380,9640.0,4.84,46616.22
1181,0,5,1380,20.0,5.65,112.94
1182,0,4,1380,6640.0,10.11,67134.85
1183,0,4,1380,4430.0,9.11,40374.1
1184,0,4,1380,3100.0,9.97,30906.06
1185,0,4,1380,810.0,9.07,7344.13
1186,0,4,1380,3730.0,11.25,41969.87
1187,0,4,1380,3300.0,12.28,40536.98
1188,0,4,1380,5440.0,9.14,49696.03
1189,0,4,1380,6600.0,10.86,71668.63
1190,0,4,1380,7220.0,10.11,73003.85
1191,0,4,1380,7470.0,9.98,74568.26
1192,0,4,1380,4300.0,10.11,43474.42
1193,0,4,1380,3429.9,10.23,35088.05
1194,0,4,1380,3300.0,10.18,33604.2
1195,0,4,1380,2470.0,10.7,26421.83
1196,0,4,1380,5980.0,10.79,64513.5
1197,0,4,1380,4130.0,10.34,42698.18
1198,0,4,1380,1080.0,8.83,9540.0
1199,0,4,1380,3410.0,10.93,37282.41
1200,0,4,1380,5700.0,10.31,58782.95
1201,0,4,1380,8390.0,12.12,101690.04
1202,0,4,1380,1040.0,9.47,9851.06
1203,0,7,1380,4460.0,1.47,6570.88
1204,1,5,1148,1950.0,5.25,10238.0
1205,1,5,1148,12550.0,6.85,85991.44
1206,1,5,1148,2310.0,5.38,12417.25
1207,1,5,1148,4360.0,5.12,22330.24
1208,1,5,1148,4300.0,6.76,29080.53
1209,1,5,1148,2010.0,7.07,14220.15
1210,1,5,1148,2250.0,6.52,14668.92
1211,1,5,1148,650.0,4.92,3196.33
1212,1,5,1148,2970.0,7.23,21459.68
1213,1,5,1148,3480.0,7.61,26466.61
1214,1,5,1148,9000.0,7.45,67038.31
1215,1,5,1148,990.0,6.94,6872.77
1216,1,5,1148,2370.0,6.88,16294.75
1217,1,5,1148,260.0,6.63,1724.53
1218,1,5,1148,440.0,6.48,2851.44
1219,1,4,1148,3950.0,11.3,44650.0
1220,1,4,1148,17660.0,16.09,284063.66
1221,1,4,1148,1060.0,7.63,8087.85
1222,1,4,1148,3060.0,9.62,29433.76
1223,1,4,1148,2670.0,10.02,26753.94
1224,1,4,1148,3780.0,11.72,44308.61
1225,1,4,1148,3910.0,11.58,45264.73
1226,1,4,1148,520.0,7.23,3760.31
1227,1,4,1148,8120.0,10.61,86134.61
1228,1,4,1148,8250.0,18.94,156265.88
1229,1,4,1148,11140.0,18.91,210680.91
1230,1,4,1148,640.0,7.56,4835.22
1231,1,4,1148,980.0,7.69,7538.92
1232,1,4,1148,40.0,7.46,298.29
1233,1,4,1148,50.0,6.79,339.58
1234,6,9,1086,7200.0,0.7,5040.0
1235,6,9,1086,6400.0,0.65,4160.0
1236,6,9,1086,7699.84,1.4,10780.0
1237,6,9,1086,12700.0,1.6,20320.0
1238,6,9,1086,4600.0,1.6,7360.0
1239,6,9,1086,4800.0,0.87,4180.0
1240,6,9,1086,12800.0,0.9,11520.0
1241,6,9,1086,10600.0,0.8,8480.0
1242,6,8,1086,5700.0,1.1,6270.0
1243,6,8,1086,4100.0,0.9,3690.0
1244,6,8,1086,6400.0,1.5,9600.0
1245,6,8,1086,54300.0,1.1,59730.0
1246,6,8,1086,1000.0,1.2,1200.0
1247,6,8,1086,8800.0,1.0,8800.0
1248,6,8,1086,14700.0,0.9,13230.0
1249,6,8,1086,18900.0,1.0,18900.0
1250,6,7,1086,17800.0,1.7,30260.0
1251,6,7,1086,11900.0,1.6,19040.0
1252,6,7,1086,14200.0,1.7,24140.0
1253,6,7,1086,13800.0,1.5,20700.0
1254,6,7,1086,10500.0,1.78,18690.0
1255,6,7,1086,6900.0,1.78,12280.0
1256,6,7,1086,21700.0,1.5,32550.0
1257,6,7,1086,28700.0,1.5,43050.0
1258,6,6,1086,4800.0,1.0,4800.0
1259,6,6,1086,4900.0,0.9,4410.0
1260,6,6,1086,3200.0,1.18,3770.0
1261,6,6,1086,3400.0,1.1,3740.0
1262,6,6,1086,7200.0,1.09,7840.0
1263,6,6,1086,8100.0,1.1,8910.0
1264,6,6,1086,14600.0,1.26,18390.0
1265,6,6,1086,21900.0,1.25,27370.0
1266,7,9,1086,8350.0,1.44,12020.0
1267,7,9,884,9480.0,1.38,13090.0
1268,7,9,884,6780.0,1.03,6980.0
1269,7,9,884,13880.0,1.78,24720.0
1270,7,9,884,10190.0,1.29,13140.0
1271,7,9,884,2850.0,1.08,3080.0
1272,7,9,884,7400.0,0.44,3260.0
1273,7,9,884,4990.0,0.67,3340.0
1274,7,8,884,10210.0,1.8,18380.0
1275,7,8,884,14090.0,1.31,18460.0
1276,7,8,884,8460.0,1.25,10570.0
1277,7,8,884,6760.0,1.67,11290.0
1278,7,8,884,9530.0,1.06,10100.0
1279,7,8,884,4480.0,1.03,4620.0
1280,7,8,884,11920.0,0.72,8580.0
1281,7,8,884,5090.0,1.08,5500.0
1282,7,7,884,9030.0,1.3,11740.0
1283,7,7,884,19040.0,0.92,17510.0
1284,7,7,884,10050.0,0.47,4720.0
1285,7,7,884,13750.0,0.89,12240.0
1286,7,7,884,7580.0,0.81,6140.0
1287,7,7,884,7430.0,0.53,3940.0
1288,7,7,884,7800.0,0.44,3430.0
1289,7,7,884,5390.0,0.77,4150.0
1290,7,6,884,2410.0,0.7,1690.0
1291,7,6,884,1670.0,0.64,1070.0
1292,7,6,884,4860.0,1.2,5830.0
1293,7,6,884,2860.0,1.11,3180.0
1294,7,6,884,8210.0,0.94,7710.0
1295,7,6,884,2420.0,0.62,1500.0
1296,7,6,884,8120.0,0.56,4550.0
1297,7,6,884,2980.0,0.42,1250.0
1298,3,0,1749,1000.0,1.13,1130.0
1299,3,0,1749,1490.0,1.2,1788.0
1300,3,0,1749,2060.0,1.34,2760.4
1301,3,0,1749,2280.0,1.3,2964.0
1302,3,0,1749,1650.0,1.39,2293.5
1303,3,0,1749,920.0,1.31,1205.2
1304,3,0,1749,4670.0,1.4,6538.0
1305,3,0,1749,4340.0,1.41,6119.4
1306,3,0,1749,8120.0,1.58,12829.6
1307,3,0,1749,5180.0,1.43,7407.4
1308,3,0,1749,7050.0,1.5,10575.0
1309,3,0,1749,5010.0,1.6,8016.0
1310,3,0,1749,6950.0,1.52,10564.0
1311,3,3,1749,130.0,1.21,157.3
1312,3,3,1749,110.0,1.2,132.0
1313,3,3,1749,110.0,1.22,134.2
1314,3,3,1749,1430.0,1.2,1716.0
1315,3,3,1749,610.0,1.4,854.0
1316,3,3,1749,1030.0,1.23,1266.9
1317,3,3,1749,1220.0,1.25,1525.0
1318,3,3,1749,1420.0,1.35,1917.0
1319,3,3,1749,1820.0,1.45,2639.0
1320,3,3,1749,1650.0,1.18,1947.0
1321,3,3,1749,2750.0,1.35,3712.5
1322,3,3,1749,2110.0,1.25,2637.5
1323,3,3,1749,2740.0,1.6,4384.0
1324,3,1,1749,2400.0,7.9,18960.0
1325,3,1,1749,4160.0,9.32,38771.2
1326,3,1,1749,5760.0,10.8,62208.0
1327,3,1,1749,4000.0,7.9,31600.0
1328,3,1,1749,5940.0,9.4,55836.0
1329,3,1,1749,4840.0,9.75,47190.0
1330,3,1,1749,5310.0,7.9,41949.0
1331,3,1,1749,3560.0,9.2,32752.0
1332,3,1,1749,11280.0,7.85,88548.0
1333,3,1,1749,7500.0,9.34,70050.0
1334,3,1,1749,9980.0,10.5,104790.0
1335,3,1,1749,3880.0,8.0,31040.0
1336,3,1,1749,5840.0,10.9,63656.0
1337,3,2,1749,35.0,3.6,126.0
1338,3,2,1749,35.0,3.4,119.0
1339,3,2,1749,210.0,3.7,777.0
1340,3,2,1749,190.0,4.7,893.0
1341,3,2,1749,40.0,3.34,133.6
1342,3,2,1749,25.0,3.12,78.0
1343,3,2,1749,540.0,7.41,4001.4
1344,3,2,1749,610.0,6.38,3891.8
1345,3,2,1749,850.0,6.78,5763.0
1346,3,2,1749,2610.0,7.33,19131.3
1347,3,2,1749,1740.0,8.57,14911.8
1348,3,2,1749,1890.0,3.8,7182.0
1349,3,2,1749,1780.0,10.2,18156.0
1350,5,0,1359,9825.0,2.45,24071.25
1351,5,0,1359,6570.0,2.85,18724.5
1352,5,0,1359,4075.0,2.42,9861.5
1353,5,0,1359,9835.0,1.42,13965.7
1354,5,0,1359,4015.0,1.82,7307.3
1355,5,0,1359,5010.0,2.0,10020.0
1356,5,0,1359,6945.0,2.15,14931.75
1357,5,0,1359,13310.0,1.55,20630.5
1358,5,0,1359,5560.0,2.05,11398.0
1359,5,0,1359,18000.0,1.65,29700.0
1360,5,0,1359,6110.0,2.0,12220.0
1361,5,0,1359,8115.0,1.2,9738.0
1362,5,0,1359,5700.0,2.25,12825.0
1363,5,3,1359,760.0,1.2,912.0
1364,5,3,1359,585.0,1.2,702.0
1365,5,3,1359,610.0,1.2,732.0
1366,5,3,1359,2115.0,1.2,2538.0
1367,5,3,1359,135.0,1.4,189.0
1368,5,3,1359,45.0,1.25,56.25
1369,5,3,1359,40.0,2.8,112.0
1370,5,1,1359,8750.0,20.5,179375.0
1371,5,1,1359,9870.0,32.0,315840.0
1372,5,1,1359,4660.0,13.0,60580.0
1373,5,1,1359,9580.0,13.0,124540.0
1374,5,1,1359,4950.0,9.0,44550.0
1375,5,1,1359,4600.0,13.85,63710.0
1376,5,1,1359,9840.0,9.4,92496.0
1377,5,1,1359,15140.0,14.0,211960.0
1378,5,1,1359,6350.0,19.65,124777.5
1379,5,1,1359,30710.0,13.5,414585.0
1380,5,1,1359,3450.0,15.0,51750.0
1381,5,1,1359,7200.0,16.5,118800.0
1382,5,1,1359,5210.0,21.5,112015.0
1383,5,2,1359,465.0,5.8,2697.0
1384,5,2,1359,395.0,4.5,1777.5
1385,5,2,1359,85.0,5.4,459.0
1386,5,2,1359,210.0,5.5,1155.0
1387,5,2,1359,115.0,5.15,592.25
